id;symbol;name;path
bqcc-token;bqcc;BQCC Token;./data/coins/bqcc-token/
bqt;bqtx;BQT;./data/coins/bqt/
brapper-token;brap;Brapper Token;./data/coins/brapper-token/
bravo-coin;bravo;BravoCoin;./data/coins/bravo-coin/
braziliexs-token;brzx;Braziliex Token;./data/coins/braziliexs-token/
brazio;braz;Brazio;./data/coins/brazio/
bread;brd;Bread;./data/coins/bread/
breezecoin;brze;Breezecoin;./data/coins/breezecoin/
brick;brick;r/FortNiteBR Bricks;./data/coins/brick/
brickblock;bbk;BrickBlock;./data/coins/brickblock/
bricktox;xbt;Bricktox;./data/coins/bricktox/
bridge-oracle;brg;Bridge Oracle;./data/coins/bridge-oracle/
bridge-protocol;brdg;Bridge Protocol;./data/coins/bridge-protocol/
bring;nor;Noir;./data/coins/bring/
brixcoin;brix;BrixCoin;./data/coins/brixcoin/
brother;brat;BROTHER;./data/coins/brother/
brother-music-platform;bmp;Brother Music Platform;./data/coins/brother-music-platform/
bryllite;brc;Bryllite;./data/coins/bryllite/
brz;brz;Brazilian Digital Token;./data/coins/brz/
bsc-farm;bsc;BSC Farm;./data/coins/bsc-farm/
bscswap;bswap;BSCswap;./data/coins/bscswap/
bsha3;bsha3;BSHA3;./data/coins/bsha3/
bsys;bsys;BSYS;./data/coins/bsys/
btc1d3l;BTC1D3L;BTC1D3L;./data/coins/btc1d3l/
btc1d3s;BTC1D3S;BTC1D3S;./data/coins/btc1d3s/
btc-ai-limit-loss;bll;BTC AI Limit Loss;./data/coins/btc-ai-limit-loss/
btc-alpha-token;bac;BTC-Alpha Token;./data/coins/btc-alpha-token/
btc-eth-75-25-weight-set;btceth7525;BTC ETH 75%/25% Weight Set;./data/coins/btc-eth-75-25-weight-set/
btc-eth-equal-weight-set;btceth5050;BTC ETH Equal Weight Set;./data/coins/btc-eth-equal-weight-set/
btc-fund-active-trading-set;btcfund;BTC Fund Active Trading Set;./data/coins/btc-fund-active-trading-set/
btc-lite;btcl;BTC Lite;./data/coins/btc-lite/
btc-long-only-alpha-portfolio;bloap;BTC Long-Only Alpha Portfolio;./data/coins/btc-long-only-alpha-portfolio/
btcmoon;btcm;BTCMoon;./data/coins/btcmoon/
btc-network-demand-set-ii;byte;BTC Network Demand Set II;./data/coins/btc-network-demand-set-ii/
btc-on-chain-beta-portfolio-set;bocbp;BTC On-Chain Beta Portfolio Set;./data/coins/btc-on-chain-beta-portfolio-set/
btc-range-bond-low-volatility-set;btclovol;BTC Range Bond Low Volatility Set;./data/coins/btc-range-bond-low-volatility-set/
btc-range-bound-min-volatility-set;btcminvol;BTC Range Bound Min Volatility Set;./data/coins/btc-range-bound-min-volatility-set/
btc-rsi-crossover-yield-set;btcrsiapy;BTC RSI Crossover Yield Set;./data/coins/btc-rsi-crossover-yield-set/
btcshort;btcshort;BTCShort;./data/coins/btcshort/
btc-vol-switching-set;bvs;BTC Vol Switching Set;./data/coins/btc-vol-switching-set/
btecoin;bte;BTEcoin;./data/coins/btecoin/
btf;btf;Bitcoin Faith;./data/coins/btf/
btour-chain;btour;BTour Chain;./data/coins/btour-chain/
bts-coin;btsc;BTS Coin;./data/coins/bts-coin/
btse-token;btse;BTSE Token;./data/coins/btse-token/
btsunicorn;btsucn;BTSunicorn;./data/coins/btsunicorn/
btswap;bt;BTSwap;./data/coins/btswap/
btu-protocol;btu;BTU Protocol;./data/coins/btu-protocol/
buck;buck;BUCK;./data/coins/buck/
buckhath-coin;bhig;BuckHath Coin;./data/coins/buckhath-coin/
budbo;bubo;Budbo;./data/coins/budbo/
buddy;bud;Buddy;./data/coins/buddy/
buggyra-coin-zero;bczero;Buggyra Coin Zero;./data/coins/buggyra-coin-zero/
build-finance;build;BUILD Finance;./data/coins/build-finance/
buildup;bup;BuildUp;./data/coins/buildup/
bullbearbitcoin-set-ii;bbb;BullBearBitcoin Set II;./data/coins/bullbearbitcoin-set-ii/
bullbearethereum-set-ii;bbe;BullBearEthereum Set II;./data/coins/bullbearethereum-set-ii/
bulleon;bul;Bulleon;./data/coins/bulleon/
bullers-coin;blcc;Bullers Coin;./data/coins/bullers-coin/
bullion;cbx;Bullion;./data/coins/bullion/
bullionpay;bullion;BullionPAY;./data/coins/bullionpay/
bullionschain;blc;BullionsChain;./data/coins/bullionschain/
bullswap-protocol;bvl;Bullswap Protocol;./data/coins/bullswap-protocol/
bumo;bu;BUMO;./data/coins/bumo/
bunnycoin;bun;Bunnycoin;./data/coins/bunnycoin/
bunnytoken;bunny;BunnyToken;./data/coins/bunnytoken/
burency;buy;Burency;./data/coins/burency/
burger-swap;burger;Burger Swap;./data/coins/burger-swap/
burndrop;bd;BurnDrop;./data/coins/burndrop/
burst;burst;Burst;./data/coins/burst/
business-credit-alliance-chain;bcac;Business Credit Alliance Chain;./data/coins/business-credit-alliance-chain/
business-credit-substitute;bcs;Business Credit Substitute;./data/coins/business-credit-substitute/
business-market-world;bmw;Business Market World;./data/coins/business-market-world/
busyprotocol;busy;Busy Protocol;./data/coins/busyprotocol/
buxcoin;bux;BUXCOIN;./data/coins/buxcoin/
buy-coin-pos;bcp;BuyCoinPos;./data/coins/buy-coin-pos/
buysell;bull;BuySell;./data/coins/buysell/
buyucoin-token;buc;BuyUCoin Token;./data/coins/buyucoin-token/
buzcoin;buz;Buzcoin;./data/coins/buzcoin/
buzzcoin;buzz;BuzzCoin;./data/coins/buzzcoin/
bw-token;bwb;Bit World Token;./data/coins/bw-token/
bxiot;bxiot;bXIOT;./data/coins/bxiot/
byteball;gbyte;Obyte;./data/coins/byteball/
bytecoin;bcn;Bytecoin;./data/coins/bytecoin/
bytn;bytn;BYTN;./data/coins/bytn/
bytom;btm;Bytom;./data/coins/bytom/
bytus;byts;Bytus;./data/coins/bytus/
byzbit;byt;BYZBIT;./data/coins/byzbit/
bzedge;bze;BZEdge;./data/coins/bzedge/
bzh-token;bzh;BZH TOKEN;./data/coins/bzh-token/
bzx-protocol;bzrx;bZx Protocol;./data/coins/bzx-protocol/
cachecoin;cach;Cachecoin;./data/coins/cachecoin/
cache-gold;cgt;CACHE Gold;./data/coins/cache-gold/
caica-coin;cicc;CAICA Coin;./data/coins/caica-coin/
caixa-pay;cxp;Caixa Pay;./data/coins/caixa-pay/
cajutel;caj;Cajutel;./data/coins/cajutel/
californium;cf;Californium;./data/coins/californium/
callisto;clo;Callisto Network;./data/coins/callisto/
caluracoin;clc;CaluraCoin;./data/coins/caluracoin/
camouflage-eth;camo;Camouflage.eth;./data/coins/camouflage-eth/
candela-coin;cla;Candela Coin;./data/coins/candela-coin/
candy-box;candybox;Candy Box;./data/coins/candy-box/
cannabiscoin;cann;CannabisCoin;./data/coins/cannabiscoin/
cannabis-seed-token;cana;Cannabis Seed Token;./data/coins/cannabis-seed-token/
cannadrix;cnd;Cannadrix;./data/coins/cannadrix/
canonchain;czr;CanonChain;./data/coins/canonchain/
canyacoin;can;CanYaCoin;./data/coins/canyacoin/
cap;cap;Cap;./data/coins/cap/
capcoin;cap;CAPCOIN;./data/coins/capcoin/
capdax;xcd;Capdax;./data/coins/capdax/
capitalsharetoken;csto;Capitalsharetoken;./data/coins/capitalsharetoken/
capital-x-cell;cxc;CAPITAL X CELL;./data/coins/capital-x-cell/
cappasity;capp;Cappasity;./data/coins/cappasity/
capricoin;cps;Capricoin;./data/coins/capricoin/
carat;carat;CARAT;./data/coins/carat/
carbcoin;carb;CarbCoin;./data/coins/carbcoin/
carboncoin;carbon;Carboncoin;./data/coins/carboncoin/
carboneum;c8;Carboneum;./data/coins/carboneum/
cardano;ada;Cardano;./data/coins/cardano/
cardstack;card;Cardstack;./data/coins/cardstack/
carebit;care;Carebit;./data/coins/carebit/
cargo-gems;gem;Cargo Gems;./data/coins/cargo-gems/
cargox;cxo;CargoX;./data/coins/cargox/
carlive-chain;iov;Carlive Chain;./data/coins/carlive-chain/
carr-finance;crt;Carrot Finance;./data/coins/carr-finance/
carry;cre;Carry;./data/coins/carry/
cartesi;ctsi;Cartesi;./data/coins/cartesi/
carvertical;cv;carVertical;./data/coins/carvertical/
cash2;cash2;Cash2;./data/coins/cash2/
cashaa;cas;Cashaa;./data/coins/cashaa/
cashbackpro;cbp;CashBackPro;./data/coins/cashbackpro/
cashbery-coin;cbc;Cashbery Coin;./data/coins/cashbery-coin/
cashbet-coin;cbc;Casino Betting Coin;./data/coins/cashbet-coin/
cash-global-coin;cgc;Cash Global Coin;./data/coins/cash-global-coin/
cashhand;chnd;Cashhand;./data/coins/cashhand/
cash-poker-pro;cash;Cash Poker Pro;./data/coins/cash-poker-pro/
casinocoin;csc;Casinocoin;./data/coins/casinocoin/
caspian;csp;Caspian;./data/coins/caspian/
castweet;ctt;Castweet;./data/coins/castweet/
catex-token;catt;Catex Token;./data/coins/catex-token/
catocoin;cato;CatoCoin;./data/coins/catocoin/
catscoin;cats;Catscoin;./data/coins/catscoin/
cat-token;cat;Cat Token;./data/coins/cat-token/
cat-trade-protocol;catx;CAT.trade Protocol;./data/coins/cat-trade-protocol/
cbccoin;cbc;CryptoBharatCoin;./data/coins/cbccoin/
cbdao;bree;CBDAO;./data/coins/cbdao/
cbe;cbe;The Chain of Business Entertainment;./data/coins/cbe/
cbi-index-7;cbix7;CBI Index 7;./data/coins/cbi-index-7/
cb-token;cb;COINBIG;./data/coins/cb-token/
cc;cc;CC;./data/coins/cc/
ccomp;ccomp;cCOMP;./data/coins/ccomp/
ccore;cco;Ccore;./data/coins/ccore/
cctc;cctc;CCTC;./data/coins/cctc/
cctcoin;cctc;cctcoin;./data/coins/cctcoin/
ccuniverse;uvu;CCUniverse;./data/coins/ccuniverse/
cdai;cdai;cDAI;./data/coins/cdai/
cdc-foundation;cdc;Commerce Data Connection;./data/coins/cdc-foundation/
cedars;ceds;CEDARS;./data/coins/cedars/
cedex;cedex;CEDEX;./data/coins/cedex/
ceek;ceek;CEEK Smart VR Token;./data/coins/ceek/
celcoin;celc;CelCoin;./data/coins/celcoin/
celer-network;celr;Celer Network;./data/coins/celer-network/
celeum;clx;Celeum;./data/coins/celeum/
celo-dollar;cusd;Celo Dollar;./data/coins/celo-dollar/
celo-gold;celo;Celo;./data/coins/celo-gold/
celsius-degree-token;cel;Celsius Network;./data/coins/celsius-degree-token/
cenfura-token;xcf;Cenfura Token;./data/coins/cenfura-token/
centaur;cntr;Centaur;./data/coins/centaur/
centauri-coin;ctx;Centauri Coin;./data/coins/centauri-coin/
centercoin;cent;CENTERCOIN;./data/coins/centercoin/
centex;cntx;CENTEX;./data/coins/centex/
centrality;cennz;Centrality;./data/coins/centrality/
central-market;cmt;Central Market;./data/coins/central-market/
centric-cash;cns;Centric;./data/coins/centric-cash/
centurion;cnt;Centurion;./data/coins/centurion/
cerium;xce;Cerium;./data/coins/cerium/
certik;ctk;CertiK;./data/coins/certik/
certurium;crt;Certurium;./data/coins/certurium/
cexlt;clt;Cexlt;./data/coins/cexlt/
chad-link-set;chadlink;Chad Link Set;./data/coins/chad-link-set/
chads-vc;chads;CHADS VC;./data/coins/chads-vc/
chai;chai;Chai;./data/coins/chai/
chaincoin;chc;Chaincoin;./data/coins/chaincoin/
chain-finance;cfc;Chain Finance;./data/coins/chain-finance/
chain-games;chain;Chain Games;./data/coins/chain-games/
chainium;chx;WeOwn;./data/coins/chainium/
chainlink;link;Chainlink;./data/coins/chainlink/
chainlink-trading-set;cts;ChainLink Trading Set;./data/coins/chainlink-trading-set/
chainpay;cpay;Chainpay;./data/coins/chainpay/
chainx;pcx;ChainX;./data/coins/chainx/
challenge;clg;CHALLENGE;./data/coins/challenge/
challengedac;chl;ChallengeDAC;./data/coins/challengedac/
chancoin;chan;ChanCoin;./data/coins/chancoin/
change;cag;Change;./data/coins/change/
changenow-token;now;Now Token;./data/coins/changenow-token/
charg-coin;chg;Charg Coin;./data/coins/charg-coin/
charity;chrt;Charity;./data/coins/charity/
charity-alfa;mich;Charity Alfa;./data/coins/charity-alfa/
chars;chars;CHARS;./data/coins/chars/
chartex;chart;ChartEx;./data/coins/chartex/
chatcoin;chat;ChatCoin;./data/coins/chatcoin/
chaucha;cha;Chaucha;./data/coins/chaucha/
chbt;chbt;CHBT;./data/coins/chbt/
cheese;cheese;CHEESE;./data/coins/cheese/
cherry;cherry;Cherry;./data/coins/cherry/
cherry-token;yt;Cherry Token;./data/coins/cherry-token/
chesscoin;chess;ChessCoin;./data/coins/chesscoin/
chess-coin;chess;Chess Coin;./data/coins/chess-coin/
chesscoin-0-32;chess;ChessCoin 0.32%;./data/coins/chesscoin-0-32/
chex-token;chex;CHEX Token;./data/coins/chex-token/
chicken;kfc;Chicken;./data/coins/chicken/
chi-gastoken;chi;Chi Gastoken;./data/coins/chi-gastoken/
chiliz;chz;Chiliz;./data/coins/chiliz/
chimaera;chi;XAYA;./data/coins/chimaera/
chimera;cmra;Chimera;./data/coins/chimera/
chinese-shopping-platform;cspc;Chinese Shopping Platform;./data/coins/chinese-shopping-platform/
chonk;chonk;Chonk;./data/coins/chonk/
chromaway;chr;Chromia;./data/coins/chromaway/
chronobank;time;chrono.tech;./data/coins/chronobank/
chronocoin;crn;ChronoCoin;./data/coins/chronocoin/
chronologic;day;Chronologic;./data/coins/chronologic/
chunghoptoken;chc;ChunghopToken;./data/coins/chunghoptoken/
cifculation;clc;Cifculation;./data/coins/cifculation/
cindicator;cnd;Cindicator;./data/coins/cindicator/
cine-media-celebrity-coin;cmccoin;CINE MEDIA CELEBRITY COIN;./data/coins/cine-media-celebrity-coin/
cipher;cpr;CIPHER;./data/coins/cipher/
cipher-core-token;ciphc;Cipher Core Token;./data/coins/cipher-core-token/
circuit;crct;Circuit;./data/coins/circuit/
circuits-of-value;coval;Circuits of Value;./data/coins/circuits-of-value/
ciredo;cir;Ciredo;./data/coins/ciredo/
cirquity;cirq;Cirquity;./data/coins/cirquity/
citadel;ctl;Citadel;./data/coins/citadel/
citextoken;ctt;CITEX Token;./data/coins/citextoken/
citios;r2r;CitiOS;./data/coins/citios/
city-coin;city;City Coin;./data/coins/city-coin/
ciupek-capital-coin;ccc;Ciupek Capital Coin;./data/coins/ciupek-capital-coin/
civic;cvc;Civic;./data/coins/civic/
civil;CVL;Civil;./data/coins/civil/
civitas;civ;Civitas;./data/coins/civitas/
clams;clam;Clams;./data/coins/clams/
clap-clap-token;cct;Clap Clap Token;./data/coins/clap-clap-token/
classicbitcoin;cbtc;ClassicBitcoin;./data/coins/classicbitcoin/
clbcoin;clb;CLBcoin;./data/coins/clbcoin/
clear-coin;clr;Clear Coin;./data/coins/clear-coin/
clearpoll;poll;ClearPoll;./data/coins/clearpoll/
clickgem-token;cgmt;ClickGem Token;./data/coins/clickgem-token/
cloakcoin;cloak;Cloakcoin;./data/coins/cloakcoin/
cloud;cld;Cloud;./data/coins/cloud/
cloudbit-token;cdb;Cloudbit Token;./data/coins/cloudbit-token/
cloudbric;clbk;Cloudbric;./data/coins/cloudbric/
cloud-moolah;xmoo;Cloud Moolah;./data/coins/cloud-moolah/
clover;clv;Clover;./data/coins/clover/
clp-token;clpc;CLP token;./data/coins/clp-token/
club-atletico-independiente;cai;Club Atletico Independiente Fan Token;./data/coins/club-atletico-independiente/
clubcoin;club;Clubcoin;./data/coins/clubcoin/
cmdx;cmdx;CMDX;./data/coins/cmdx/
cmgcoin;cmg;CMGCoin;./data/coins/cmgcoin/
cmitcoin;cmit;CMITCOIN;./data/coins/cmitcoin/
cng-casino;cng;CNG Casino;./data/coins/cng-casino/
cnn;cnn;Content Neutrality Network;./data/coins/cnn/
cnns;cnns;CNNS;./data/coins/cnns/
cny-tether;cnyt;CNY Tether;./data/coins/cny-tether/
coalculus;coal;Coalculus;./data/coins/coalculus/
cobinhood;cob;Cobinhood;./data/coins/cobinhood/
cocaine-cowboy-shards;coke;Cocaine Cowboy Shards;./data/coins/cocaine-cowboy-shards/
cocktailbar;coc;CocktailBar;./data/coins/cocktailbar/
cocos-bcx;cocos;COCOS BCX;./data/coins/cocos-bcx/
codemy;cod;Codemy;./data/coins/codemy/
codeo-token;codeo;CODEO TOKEN;./data/coins/codeo-token/
codex;cdex;Codex;./data/coins/codex/
coffeecoin;cof;CoffeeCoin;./data/coins/coffeecoin/
cofinex;cnx;Cofinex;./data/coins/cofinex/
cofix;cofi;CoFiX;./data/coins/cofix/
coic;coic;COIC Token;./data/coins/coic/
coil-crypto;coil;Coil;./data/coins/coil-crypto/
coin4trade;c4t;Coin4Trade;./data/coins/coin4trade/
coinall-token;CAC;CoinAll Token;./data/coins/coinall-token/
coin-artist;coin;Coin Artist;./data/coins/coin-artist/
coinbene-future-token;cft;CoinBene Future Token;./data/coins/coinbene-future-token/
coinbene-token;coni;Coinbene Token;./data/coins/coinbene-token/
coinclaim;clm;CoinClaim;./data/coins/coinclaim/
coinclix;clx;CoinClix;./data/coins/coinclix/
coincome;cim;COINCOME;./data/coins/coincome/
coin-controller-cash;ccc;Coindom;./data/coins/coin-controller-cash/
coindeal-token;cdl;CoinDeal Token;./data/coins/coindeal-token/
coindicatorbtc-set;coinbtc;CoindicatorBTC Set;./data/coins/coindicatorbtc-set/
coindom;scc;Stem Cell Coin;./data/coins/coindom/
coindy;cody;Coindy;./data/coins/coindy/
coinex-token;cet;CoinEx Token;./data/coins/coinex-token/
coinfi;cofi;CoinFi;./data/coins/coinfi/
coinfirm-amlt;amlt;AMLT Network;./data/coins/coinfirm-amlt/
coinhe-token;cht;CoinHe Token;./data/coins/coinhe-token/
coinhot;cht;CoinHot;./data/coins/coinhot/
coinjanitor;jan;CoinJanitor;./data/coins/coinjanitor/
coinlancer;cl;Coinlancer;./data/coins/coinlancer/
coinlim-token;clt;CoinLim Token;./data/coins/coinlim-token/
coinlion;lion;CoinLion;./data/coins/coinlion/
coinloan;clt;CoinLoan;./data/coins/coinloan/
coinmeet;meet;CoinMeet;./data/coins/coinmeet/
coinmetro;xcm;CoinMetro;./data/coins/coinmetro/
coinnec;coi;Coinnec;./data/coins/coinnec/
coinpoker;chp;CoinPoker;./data/coins/coinpoker/
coinsbit-token;cnb;Coinsbit Token;./data/coins/coinsbit-token/
coinstarter;stc;CoinStarter;./data/coins/coinstarter/
coinsuper-ecosystem-network;cen;Coinsuper Ecosystem Network;./data/coins/coinsuper-ecosystem-network/
cointorox;orox;Cointorox;./data/coins/cointorox/
coinus;cnus;CoinUs;./data/coins/coinus/
coinvest;coin;Coin;./data/coins/coinvest/
coinwaycoin;can;Coinwaycoin;./data/coins/coinwaycoin/
coinxclub;cpx;COINXCLUB;./data/coins/coinxclub/
coinzo-token;cnz;Coinzo Token;./data/coins/coinzo-token/
collegicoin;clg;Collegicoin;./data/coins/collegicoin/
color;clr;Color Platform;./data/coins/color/
colossuscoin-v2;cv2;Colossuscoin V2;./data/coins/colossuscoin-v2/
colossuscoinxt;colx;ColossusXT;./data/coins/colossuscoinxt/
combine-finance;comb;Combine.finance;./data/coins/combine-finance/
combo-2;comb;Combo;./data/coins/combo-2/
comma-chain;cmc;COMMA Chain;./data/coins/comma-chain/
commerceblock-token;cbt;CommerceBlock Token;./data/coins/commerceblock-token/
commercial-data-storage;cds;Commercial Data Storage;./data/coins/commercial-data-storage/
commercium;cmm;Commercium;./data/coins/commercium/
commodity-ad-network;cdx;CDX Network;./data/coins/commodity-ad-network/
communication-development-resources-token;cdr;Communication Development Resources Token;./data/coins/communication-development-resources-token/
community-chain;comc;Community Chain;./data/coins/community-chain/
community-generation;cgen;Community Generation Core;./data/coins/community-generation/
community-token;com;Community Token;./data/coins/community-token/
complete-new-commerce-chain;cncc;Complete New Commerce Chain;./data/coins/complete-new-commerce-chain/
compound-0x;czrx;c0x;./data/coins/compound-0x/
compound-augur;crep;cREP;./data/coins/compound-augur/
compound-basic-attention-token;cbat;cBAT;./data/coins/compound-basic-attention-token/
compound-coin;comp;Compound Coin;./data/coins/compound-coin/
compounder;cp3r;Compounder;./data/coins/compounder/
compound-ether;ceth;cETH;./data/coins/compound-ether/
compound-governance-token;comp;Compound;./data/coins/compound-governance-token/
compound-sai;csai;cSAI;./data/coins/compound-sai/
compound-uniswap;cuni;cUNI;./data/coins/compound-uniswap/
compound-usd-coin;cusdc;cUSDC;./data/coins/compound-usd-coin/
compound-usdt;cusdt;cUSDT;./data/coins/compound-usdt/
compound-wrapped-btc;cwbtc;cWBTC;./data/coins/compound-wrapped-btc/
comsa;cms;COMSA;./data/coins/comsa/
conceal;ccx;Conceal;./data/coins/conceal/
concentrated-voting-power;cvp;PowerPool Concentrated Voting Power;./data/coins/concentrated-voting-power/
concertvr;cvt;concertVR;./data/coins/concertvr/
concierge-io;ava;Travala.com;./data/coins/concierge-io/
condensate;rain;Condensate;./data/coins/condensate/
condominium;cdm;CDMCOIN;./data/coins/condominium/
conflux-token;cfx;Conflux Token;./data/coins/conflux-token/
connect;cnct;Connect;./data/coins/connect/
connectchain;cctn;Connectchain;./data/coins/connectchain/
connect-coin;xcon;Connect Coin;./data/coins/connect-coin/
connectjob;cjt;ConnectJob;./data/coins/connectjob/
connect-mining-coin;xcmg;Connect Mining Token;./data/coins/connect-mining-coin/
connectome;cntm;Connectome;./data/coins/connectome/
consensus;sen;Sentient Coin;./data/coins/consensus/
consensus-cell-network;ecell;Consensus Cell Network;./data/coins/consensus-cell-network/
consentium;csm;Consentium;./data/coins/consentium/
constant-source-chain;cscc;Constant Source Chain;./data/coins/constant-source-chain/
constellation-labs;dag;Constellation;./data/coins/constellation-labs/
consumption-avatar-matrix;cam;Consumption Avatar Matrix;./data/coins/consumption-avatar-matrix/
contentbox;box;ContentBox;./data/coins/contentbox/
contentos;cos;Contentos;./data/coins/contentos/
content-value-network;cvnt;Content Value Network;./data/coins/content-value-network/
contracoin;ctcn;Contracoin;./data/coins/contracoin/
contribute;trib;Contribute;./data/coins/contribute/
conun;con;CONUN;./data/coins/conun/
convertible-acxt;cACXT;Convertible ACXT;./data/coins/convertible-acxt/
coomcoin;coom;CoomCoin;./data/coins/coomcoin/
coral-swap;coral;Coral Swap;./data/coins/coral-swap/
coreto;cor;Coreto;./data/coins/coreto/
corionx;corx;CorionX;./data/coins/corionx/
corn;corn;CORN;./data/coins/corn/
coronacoin;ncov;CoronaCoin;./data/coins/coronacoin/
cortex;ctxc;Cortex;./data/coins/cortex/
cosmo-coin;cosm;Cosmo Coin;./data/coins/cosmo-coin/
cosmos;atom;Cosmos;./data/coins/cosmos/
cosplay-token;cot;Cosplay Token;./data/coins/cosplay-token/
cost-coin;akm;COST COIN+;./data/coins/cost-coin/
coti;coti;COTI;./data/coins/coti/
cotrace;cotr;Cotrace;./data/coins/cotrace/
cotrader;cot;CoTrader;./data/coins/cotrader/
couchain;cou;Couchain;./data/coins/couchain/
counos-coin;cca;Counos Coin;./data/coins/counos-coin/
counosx;ccxx;CounosX;./data/coins/counosx/
counterparty;xcp;Counterparty;./data/coins/counterparty/
coupit;coup;Coupit;./data/coins/coupit/
covalent;cova;Covalent;./data/coins/covalent/
cover-protocol;cover;COVER Protocol;./data/coins/cover-protocol/
covesting;cov;Covesting;./data/coins/covesting/
covid19;cvd;Covid19;./data/coins/covid19/
covid19-coin;covid19;COVID19 Coin;./data/coins/covid19-coin/
covir;cvr;COVIR;./data/coins/covir/
cowboy-finance;cow;Cowboy.Finance;./data/coins/cowboy-finance/
coweye;cow;Coweye;./data/coins/coweye/
cowry;cow;COWRY;./data/coins/cowry/
cpchain;cpc;CPChain;./data/coins/cpchain/
cps-coin;cps;Cash Per Scan;./data/coins/cps-coin/
cpt;cpt;CPT;./data/coins/cpt/
cpuchain;cpu;CPUchain;./data/coins/cpuchain/
cpucoin;cpu;CPUcoin;./data/coins/cpucoin/
crave;crave;Crave;./data/coins/crave/
cr-coin;crc;CR Coin;./data/coins/cr-coin/
crdt;CRDT;CRDT;./data/coins/crdt/
cream;crm;Creamcoin;./data/coins/cream/
cream-2;cream;Cream;./data/coins/cream-2/
creativecoin;crea;CREA;./data/coins/creativecoin/
creative-media-initiative;cmid;CREATIVE MEDIA INITIATIVE;./data/coins/creative-media-initiative/
credit;credit;TerraCredit;./data/coins/credit/
credit-2;CREDIT;PROXI DeFi;./data/coins/credit-2/
creditbit;crb;Creditbit;./data/coins/creditbit/
creditcoin-2;ctc;Creditcoin;./data/coins/creditcoin-2/
credits;cs;CREDITS;./data/coins/credits/
credo;credo;Credo;./data/coins/credo/
creed-finance;creed;Creed Finance;./data/coins/creed-finance/
crespo;cso;Crespo;./data/coins/crespo/
crevacoin;creva;Crevacoin;./data/coins/crevacoin/
crex-token;crex;Crex Token;./data/coins/crex-token/
croat;croat;CROAT;./data/coins/croat/
cross-finance;crp;Cross Finance;./data/coins/cross-finance/
crowdclassic;crcl;CRowdCLassic;./data/coins/crowdclassic/
crowdfunding-2020;icoc;Crowdfunding-2020;./data/coins/crowdfunding-2020/
crowd-machine;cmct;Crowd Machine;./data/coins/crowd-machine/
crowd-one;crd;Crowd One;./data/coins/crowd-one/
crowdsalenetworkplatform;csnp;CrowdSale Network;./data/coins/crowdsalenetworkplatform/
crowdwiz;wiz;CrowdWiz;./data/coins/crowdwiz/
crown;crw;Crown;./data/coins/crown/
cruisebit;crbt;Cruisebit;./data/coins/cruisebit/
crust-network;cru;Crust Network;./data/coins/crust-network/
cruzbit;cruz;Cruzbit;./data/coins/cruzbit/
crybet;cbt;CryBet;./data/coins/crybet/
crycash;crc;CRYCASH;./data/coins/crycash/
cryply;crp;Cranepay;./data/coins/cryply/
cryptaldash;crd;CryptalDash;./data/coins/cryptaldash/
cryptassist;ctat;Cryptassist;./data/coins/cryptassist/
cryptaur;cpt;Cryptaur;./data/coins/cryptaur/
cryptcoin;crypt;CryptCoin;./data/coins/cryptcoin/
crypterium;crpt;Crypterium;./data/coins/crypterium/
cryptic-coin;cryp;Cryptic Coin;./data/coins/cryptic-coin/
cryptid;cid;Cryptid;./data/coins/cryptid/
cryptlo;clo;Cryptlo;./data/coins/cryptlo/
crypto20;c20;CRYPTO20;./data/coins/crypto20/
crypto-accept;acpt;Crypto Accept;./data/coins/crypto-accept/
cryptoads-marketplace;crad;CryptoAds Marketplace;./data/coins/cryptoads-marketplace/
crypto-application-token;capp;Crypto Application Token;./data/coins/crypto-application-token/
cryptobet;cbet;CryptoBet;./data/coins/cryptobet/
cryptobexchange;cbex;CBEX Token;./data/coins/cryptobexchange/
cryptobonusmiles;cbm;CryptoBonusMiles;./data/coins/cryptobonusmiles/
cryptobosscoin;cbc;CryptoBossCoin;./data/coins/cryptobosscoin/
cryptobrl;cbrl;CryptoBRL;./data/coins/cryptobrl/
cryptobucks;CBUCKS;CRYPTOBUCKS;./data/coins/cryptobucks/
cryptobuyer-token;xpt;Cryptobuyer Token;./data/coins/cryptobuyer-token/
cryptocarbon;ccrb;CryptoCarbon;./data/coins/cryptocarbon/
cryptocean;cron;Cryptocean;./data/coins/cryptocean/
cryptochrome;chm;Cryptochrome;./data/coins/cryptochrome/
crypto-com-chain;cro;Crypto.com Coin;./data/coins/crypto-com-chain/
crypto-copyright-system;ccs;Crypto Copyright System;./data/coins/crypto-copyright-system/
crypto-coupons-market;ccm;Crypto Coupons Market;./data/coins/crypto-coupons-market/
cryptocricketclub;3cs;CryptoCricketClub;./data/coins/cryptocricketclub/
cryptocurrency;ccy;Cryptocurrency;./data/coins/cryptocurrency/
cryptocurrency-business-token;cbt;Cryptocurrency Business Token;./data/coins/cryptocurrency-business-token/
cryptocvda;cvda;CRYPTOCVDA;./data/coins/cryptocvda/
crypto-dash;cdash;Crypto Dash;./data/coins/crypto-dash/
cryptodezirecash;cdzc;CryptoDezireCash;./data/coins/cryptodezirecash/
cryptoenergy;cnrg;CryptoEnergy;./data/coins/cryptoenergy/
cryptoflow;cfl;Cryptoflow;./data/coins/cryptoflow/
